fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,quality_binary,quality_label
10.30,0.27,0.24,2.10,0.0720,15.00,33.00,0.9956,3.22,0.66,12.80,6,1,1
10.00,0.48,0.24,2.70,0.1020,13.00,32.00,1.0000,3.28,0.56,10.00,6,1,1
9.10,0.22,0.24,2.10,0.0780,1.00,28.00,0.9990,3.41,0.87,10.30,6,1,1
9.90,0.63,0.24,2.40,0.0770,6.00,33.00,0.9974,3.09,0.57,9.40,5,0,0
8.10,0.83,0.24,2.10,0.0840,5.00,13.00,0.9972,3.37,0.77,10.70,6,1,1
12.90,0.35,0.49,5.80,0.0660,5.00,35.00,1.0014,3.20,0.66,12.00,7,1,1
11.20,0.50,0.74,5.15,0.1000,5.00,17.00,0.9996,3.22,0.62,11.20,5,0,0
9.20,0.59,0.24,3.30,0.1010,20.00,47.00,0.9988,3.26,0.67,9.60,5,0,0
9.50,0.46,0.49,6.30,0.0640,5.00,17.00,0.9988,3.21,0.73,11.00,6,1,1
9.30,0.72,0.24,2.10,0.0700,5.00,20.00,0.9966,3.12,0.59,9.90,5,0,0
11.20,0.66,0.24,2.50,0.0850,16.00,53.00,0.9993,3.06,0.72,11.00,6,1,1
14.30,0.31,0.74,1.80,0.0750,6.00,15.00,1.0008,2.86,0.79,8.40,6,1,1
9.10,0.47,0.49,2.60,0.0940,38.00,106.00,0.9982,3.08,0.59,9.10,5,0,0
7.50,0.55,0.24,2.00,0.0780,10.00,28.00,0.9983,3.45,0.78,9.50,6,1,1
10.60,0.31,0.49,2.50,0.0670,6.00,21.00,0.9987,3.26,0.86,10.70,6,1,1
12.40,0.35,0.49,2.60,0.0790,27.00,69.00,0.9994,3.12,0.75,10.40,6,1,1
9.00,0.53,0.49,1.90,0.1710,6.00,25.00,0.9975,3.27,0.61,9.40,6,1,1
6.80,0.51,0.01,2.10,0.0740,9.00,25.00,0.9958,3.33,0.56,9.50,6,1,1
9.40,0.43,0.24,2.80,0.0920,14.00,45.00,0.9980,3.19,0.73,10.00,6,1,1
9.50,0.46,0.24,2.70,0.0920,14.00,44.00,0.9980,3.12,0.74,10.00,6,1,1
5.00,1.04,0.24,1.60,0.0500,32.00,96.00,0.9934,3.74,0.62,11.50,5,0,0
15.50,0.65,0.49,4.20,0.0950,10.00,23.00,1.0032,2.92,0.74,11.10,5,0,0
15.50,0.65,0.49,4.20,0.0950,10.00,23.00,1.0032,2.92,0.74,11.10,5,0,0
10.90,0.53,0.49,4.60,0.1180,10.00,17.00,1.0002,3.07,0.56,11.70,6,1,1
15.60,0.65,0.49,4.20,0.0950,10.00,23.00,1.0032,2.92,0.74,11.10,5,0,0
10.90,0.53,0.49,4.60,0.1180,10.00,17.00,1.0002,3.07,0.56,11.70,6,1,1
13.00,0.47,0.49,4.30,0.0850,6.00,47.00,1.0021,3.30,0.68,12.70,6,1,1
12.70,0.60,0.49,2.80,0.0750,5.00,19.00,0.9994,3.14,0.57,11.40,5,0,0
9.00,0.44,0.49,2.40,0.0780,26.00,121.00,0.9978,3.23,0.58,9.20,5,0,0
9.00,0.54,0.49,2.90,0.0940,41.00,110.00,0.9982,3.08,0.61,9.20,5,0,0
7.60,0.29,0.49,2.70,0.0920,25.00,60.00,0.9971,3.31,0.61,10.10,6,1,1
13.00,0.47,0.49,4.30,0.0850,6.00,47.00,1.0021,3.30,0.68,12.70,6,1,1
12.70,0.60,0.49,2.80,0.0750,5.00,19.00,0.9994,3.14,0.57,11.40,5,0,0
8.70,0.70,0.24,2.50,0.2260,5.00,15.00,0.9991,3.32,0.60,9.00,6,1,1
8.70,0.70,0.24,2.50,0.2260,5.00,15.00,0.9991,3.32,0.60,9.00,6,1,1
9.80,0.50,0.49,2.60,0.2500,5.00,20.00,0.9990,3.31,0.79,10.70,6,1,1
6.20,0.36,0.24,2.20,0.0950,19.00,42.00,0.9946,3.57,0.57,11.70,6,1,1
11.50,0.35,0.49,3.30,0.0700,10.00,37.00,1.0003,3.32,0.91,11.00,6,1,1
6.20,0.36,0.24,2.20,0.0950,19.00,42.00,0.9946,3.57,0.57,11.70,6,1,1
10.20,0.24,0.49,2.40,0.0750,10.00,28.00,0.9978,3.14,0.61,10.40,5,0,0
10.50,0.59,0.49,2.10,0.0700,14.00,47.00,0.9991,3.30,0.56,9.60,4,0,0
10.60,0.34,0.49,3.20,0.0780,20.00,78.00,0.9992,3.19,0.70,10.00,6,1,1
12.30,0.27,0.49,3.10,0.0790,28.00,46.00,0.9993,3.20,0.80,10.20,6,1,1
9.90,0.50,0.24,2.30,0.1030,6.00,14.00,0.9978,3.34,0.52,10.00,4,0,0
8.80,0.44,0.49,2.80,0.0830,18.00,111.00,0.9982,3.30,0.60,9.50,5,0,0
8.80,0.47,0.49,2.90,0.0850,17.00,110.00,0.9982,3.29,0.60,9.80,5,0,0
10.60,0.31,0.49,2.20,0.0630,18.00,40.00,0.9976,3.14,0.51,9.80,6,1,1
12.30,0.50,0.49,2.20,0.0890,5.00,14.00,1.0002,3.19,0.44,9.60,5,0,0
12.30,0.50,0.49,2.20,0.0890,5.00,14.00,1.0002,3.19,0.44,9.60,5,0,0
11.70,0.49,0.49,2.20,0.0830,5.00,15.00,1.0000,3.19,0.43,9.20,5,0,0
12.00,0.28,0.49,1.90,0.0740,10.00,21.00,0.9976,2.98,0.66,9.90,7,1,1
11.80,0.33,0.49,3.40,0.0930,54.00,80.00,1.0002,3.30,0.76,10.70,7,1,1
7.60,0.51,0.24,2.40,0.0910,8.00,38.00,0.9980,3.47,0.66,9.60,6,1,1
11.10,0.31,0.49,2.70,0.0940,16.00,47.00,0.9986,3.12,1.02,10.60,7,1,1
7.30,0.73,0.24,1.90,0.1080,18.00,102.00,0.9967,3.26,0.59,9.30,5,0,0
5.00,0.42,0.24,2.00,0.0600,19.00,50.00,0.9917,3.72,0.74,14.00,8,1,1
10.20,0.29,0.49,2.60,0.0590,5.00,13.00,0.9976,3.05,0.74,10.50,7,1,1
9.00,0.45,0.49,2.60,0.0840,21.00,75.00,0.9987,3.35,0.57,9.70,5,0,0
6.60,0.39,0.49,1.70,0.0700,23.00,149.00,0.9922,3.12,0.50,11.50,6,1,1
9.00,0.45,0.49,2.60,0.0840,21.00,75.00,0.9987,3.35,0.57,9.70,5,0,0
9.90,0.49,0.58,3.50,0.0940,9.00,43.00,1.0004,3.29,0.58,9.00,5,0,0
7.90,0.72,0.17,2.60,0.0960,20.00,38.00,0.9978,3.40,0.53,9.50,5,0,0
8.90,0.60,0.41,7.90,0.0860,30.00,109.00,0.9998,3.27,0.57,9.30,5,0,0
12.40,0.40,0.51,2.00,0.0590,6.00,24.00,0.9994,3.04,0.60,9.30,6,1,1
11.90,0.58,0.58,1.90,0.0710,5.00,18.00,0.9980,3.09,0.63,10.00,6,1,1
8.50,0.59,0.18,2.10,0.0780,5.00,30.00,0.9967,3.20,0.48,9.80,6,1,1
12.70,0.59,0.45,2.30,0.0820,11.00,22.00,1.0000,3.00,0.70,9.30,6,1,1
8.20,0.92,0.27,2.10,0.0880,7.00,23.00,0.9962,3.26,0.47,10.00,4,0,0
13.20,0.46,0.52,2.20,0.0710,12.00,35.00,1.0006,3.10,0.56,9.00,6,1,1
7.70,0.84,0.00,2.60,0.0810,6.00,14.00,0.9975,3.30,0.52,9.30,5,0,0
13.20,0.46,0.52,2.20,0.0710,12.00,35.00,1.0006,3.10,0.56,9.00,6,1,1
8.30,0.58,0.13,2.90,0.0960,14.00,63.00,0.9984,3.17,0.62,9.10,6,1,1
8.30,0.60,0.13,2.60,0.0850,6.00,24.00,0.9984,3.31,0.59,9.20,6,1,1
9.40,0.41,0.48,4.60,0.0720,10.00,20.00,0.9973,3.34,0.79,12.20,7,1,1
8.80,0.48,0.41,3.30,0.0920,26.00,52.00,0.9982,3.31,0.53,10.50,6,1,1
10.10,0.65,0.37,5.10,0.1100,11.00,65.00,1.0026,3.32,0.64,10.40,6,1,1
6.30,0.36,0.19,3.20,0.0750,15.00,39.00,0.9956,3.56,0.52,12.70,6,1,1
8.80,0.24,0.54,2.50,0.0830,25.00,57.00,0.9983,3.39,0.54,9.20,5,0,0
13.20,0.38,0.55,2.70,0.0810,5.00,16.00,1.0006,2.98,0.54,9.40,5,0,0
7.50,0.64,0.00,2.40,0.0770,18.00,29.00,0.9965,3.32,0.60,10.00,6,1,1
8.20,0.39,0.38,1.50,0.0580,10.00,29.00,0.9962,3.26,0.74,9.80,5,0,0
9.20,0.76,0.18,2.20,0.1480,10.00,103.00,0.9969,2.87,1.36,10.20,6,1,1
9.60,0.60,0.50,2.30,0.0790,28.00,71.00,0.9997,3.50,0.57,9.70,5,0,0
9.60,0.60,0.50,2.30,0.0790,28.00,71.00,0.9997,3.50,0.57,9.70,5,0,0
11.50,0.31,0.51,2.20,0.0790,14.00,28.00,0.9982,3.03,0.93,9.80,6,1,1
11.40,0.46,0.50,2.70,0.1220,4.00,17.00,1.0006,3.13,0.70,10.20,5,0,0
11.30,0.37,0.41,2.30,0.0880,6.00,16.00,0.9988,3.09,0.80,9.30,5,0,0
8.30,0.54,0.24,3.40,0.0760,16.00,112.00,0.9976,3.27,0.61,9.40,5,0,0
8.20,0.56,0.23,3.40,0.0780,14.00,104.00,0.9976,3.28,0.62,9.40,5,0,0
10.00,0.58,0.22,1.90,0.0800,9.00,32.00,0.9974,3.13,0.55,9.50,5,0,0
7.90,0.51,0.25,2.90,0.0770,21.00,45.00,0.9974,3.49,0.96,12.10,6,1,1
6.80,0.69,0.00,5.60,0.1240,21.00,58.00,0.9997,3.46,0.72,10.20,5,0,0
6.80,0.69,0.00,5.60,0.1240,21.00,58.00,0.9997,3.46,0.72,10.20,5,0,0
8.80,0.60,0.29,2.20,0.0980,5.00,15.00,0.9988,3.36,0.49,9.10,5,0,0
8.80,0.60,0.29,2.20,0.0980,5.00,15.00,0.9988,3.36,0.49,9.10,5,0,0
8.70,0.54,0.26,2.50,0.0970,7.00,31.00,0.9976,3.27,0.60,9.30,6,1,1
7.60,0.69,0.23,2.30,0.1110,20.00,84.00,0.9964,3.21,0.61,9.30,5,0,0
8.70,0.54,0.26,2.50,0.0970,7.00,31.00,0.9976,3.27,0.60,9.30,6,1,1
10.40,0.28,0.54,2.70,0.1050,5.00,19.00,0.9988,3.25,0.63,9.50,5,0,0
7.60,0.41,0.14,3.00,0.0870,21.00,43.00,0.9964,3.32,0.57,10.50,6,1,1
10.10,0.94,0.22,3.40,0.1050,11.00,86.00,1.0010,3.43,0.64,11.30,4,0,0
7.90,0.35,0.21,1.90,0.0730,46.00,102.00,0.9964,3.27,0.58,9.50,5,0,0
8.70,0.84,0.00,1.40,0.0650,24.00,33.00,0.9954,3.27,0.55,9.70,5,0,0
9.60,0.88,0.28,2.40,0.0860,30.00,147.00,0.9979,3.24,0.53,9.40,5,0,0
9.50,0.89,0.27,2.30,0.0840,31.00,145.00,0.9978,3.24,0.53,9.40,5,0,0
7.70,0.92,0.12,2.20,0.1430,7.00,23.00,0.9964,3.35,0.65,10.20,7,1,1
8.90,0.29,0.35,1.90,0.0670,25.00,57.00,0.9970,3.18,1.36,10.30,6,1,1
9.90,0.54,0.45,2.30,0.0710,16.00,40.00,0.9991,3.39,0.62,9.40,5,0,0
9.50,0.59,0.44,2.30,0.0710,21.00,68.00,0.9992,3.46,0.63,9.50,5,0,0
9.90,0.54,0.45,2.30,0.0710,16.00,40.00,0.9991,3.39,0.62,9.40,5,0,0
9.50,0.59,0.44,2.30,0.0710,21.00,68.00,0.9992,3.46,0.63,9.50,5,0,0
9.90,0.54,0.45,2.30,0.0710,16.00,40.00,0.9991,3.39,0.62,9.40,5,0,0
7.80,0.64,0.10,6.00,0.1150,5.00,11.00,0.9984,3.37,0.69,10.10,7,1,1
7.30,0.67,0.05,3.60,0.1070,6.00,20.00,0.9972,3.40,0.63,10.10,5,0,0
8.30,0.85,0.01,2.20,0.0700,5.00,14.00,0.9967,3.32,0.58,11.00,4,0,0
8.70,0.48,0.30,2.80,0.0660,10.00,28.00,0.9964,3.33,0.67,11.20,7,1,1
6.70,0.42,0.27,8.60,0.0680,24.00,148.00,0.9948,3.16,0.57,11.30,6,1,1
10.70,0.43,0.39,2.20,0.1060,8.00,32.00,0.9986,2.89,0.50,9.60,5,0,0
9.80,0.88,0.25,2.50,0.1040,35.00,155.00,1.0010,3.41,0.67,11.20,5,0,0
15.90,0.36,0.65,7.50,0.0960,22.00,71.00,0.9976,2.98,0.84,14.90,5,0,0
9.40,0.33,0.59,2.80,0.0790,9.00,30.00,0.9976,3.12,0.54,12.00,6,1,1
8.60,0.47,0.47,2.40,0.0740,7.00,29.00,0.9979,3.08,0.46,9.50,5,0,0
9.70,0.55,0.17,2.90,0.0870,20.00,53.00,1.0004,3.14,0.61,9.40,5,0,0
10.70,0.43,0.39,2.20,0.1060,8.00,32.00,0.9986,2.89,0.50,9.60,5,0,0
12.00,0.50,0.59,1.40,0.0730,23.00,42.00,0.9980,2.92,0.68,10.50,7,1,1
7.20,0.52,0.07,1.40,0.0740,5.00,20.00,0.9973,3.32,0.81,9.60,6,1,1
7.10,0.84,0.02,4.40,0.0960,5.00,13.00,0.9970,3.41,0.57,11.00,4,0,0
7.20,0.52,0.07,1.40,0.0740,5.00,20.00,0.9973,3.32,0.81,9.60,6,1,1
7.50,0.42,0.31,1.60,0.0800,15.00,42.00,0.9978,3.31,0.64,9.00,5,0,0
7.20,0.57,0.06,1.60,0.0760,9.00,27.00,0.9972,3.36,0.70,9.60,6,1,1
10.10,0.28,0.46,1.80,0.0500,5.00,13.00,0.9974,3.04,0.79,10.20,6,1,1
12.10,0.40,0.52,2.00,0.0920,15.00,54.00,1.0000,3.03,0.66,10.20,5,0,0
9.40,0.59,0.14,2.00,0.0840,25.00,48.00,0.9981,3.14,0.56,9.70,5,0,0
8.30,0.49,0.36,1.80,0.2220,6.00,16.00,0.9980,3.18,0.60,9.50,6,1,1
11.30,0.34,0.45,2.00,0.0820,6.00,15.00,0.9988,2.94,0.66,9.20,6,1,1
10.00,0.73,0.43,2.30,0.0590,15.00,31.00,0.9966,3.15,0.57,11.00,5,0,0
11.30,0.34,0.45,2.00,0.0820,6.00,15.00,0.9988,2.94,0.66,9.20,6,1,1
6.90,0.40,0.24,2.50,0.0830,30.00,45.00,0.9959,3.26,0.58,10.00,5,0,0
8.20,0.73,0.21,1.70,0.0740,5.00,13.00,0.9968,3.20,0.52,9.50,5,0,0
9.80,1.24,0.34,2.00,0.0790,32.00,151.00,0.9980,3.15,0.53,9.50,5,0,0
8.20,0.73,0.21,1.70,0.0740,5.00,13.00,0.9968,3.20,0.52,9.50,5,0,0
10.80,0.40,0.41,2.20,0.0840,7.00,17.00,0.9984,3.08,0.67,9.30,6,1,1
9.30,0.41,0.39,2.20,0.0640,12.00,31.00,0.9984,3.26,0.65,10.20,5,0,0
10.80,0.40,0.41,2.20,0.0840,7.00,17.00,0.9984,3.08,0.67,9.30,6,1,1
8.60,0.80,0.11,2.30,0.0840,12.00,31.00,0.9979,3.40,0.48,9.90,5,0,0
8.30,0.78,0.10,2.60,0.0810,45.00,87.00,0.9983,3.48,0.53,10.00,5,0,0
10.80,0.26,0.45,3.30,0.0600,20.00,49.00,0.9972,3.13,0.54,9.60,5,0,0
13.30,0.43,0.58,1.90,0.0700,15.00,40.00,1.0004,3.06,0.49,9.00,5,0,0
8.00,0.45,0.23,2.20,0.0940,16.00,29.00,0.9962,3.21,0.49,10.20,6,1,1
8.50,0.46,0.31,2.25,0.0780,32.00,58.00,0.9980,3.33,0.54,9.80,5,0,0
8.10,0.78,0.23,2.60,0.0590,5.00,15.00,0.9970,3.37,0.56,11.30,5,0,0
9.80,0.98,0.32,2.30,0.0780,35.00,152.00,0.9980,3.25,0.48,9.40,5,0,0
8.10,0.78,0.23,2.60,0.0590,5.00,15.00,0.9970,3.37,0.56,11.30,5,0,0
7.10,0.65,0.18,1.80,0.0700,13.00,40.00,0.9970,3.44,0.60,9.10,5,0,0
9.10,0.64,0.23,3.10,0.0950,13.00,38.00,0.9998,3.28,0.59,9.70,5,0,0
7.70,0.66,0.04,1.60,0.0390,4.00,9.00,0.9962,3.40,0.47,9.40,5,0,0
8.10,0.38,0.48,1.80,0.1570,5.00,17.00,0.9976,3.30,1.05,9.40,5,0,0
7.40,1.19,0.00,4.25,0.0970,5.00,14.00,0.9966,3.63,0.54,10.70,3,0,0
9.20,0.92,0.24,2.60,0.0870,12.00,93.00,0.9998,3.48,0.54,9.80,5,0,0
8.60,0.49,0.51,2.00,0.4220,16.00,62.00,0.9979,3.03,1.17,9.00,5,0,0
9.00,0.48,0.32,2.80,0.0840,21.00,122.00,0.9984,3.32,0.62,9.40,5,0,0
9.00,0.47,0.31,2.70,0.0840,24.00,125.00,0.9984,3.31,0.61,9.40,5,0,0
5.10,0.47,0.02,1.30,0.0340,18.00,44.00,0.9921,3.90,0.62,12.80,6,1,1
7.00,0.65,0.02,2.10,0.0660,8.00,25.00,0.9972,3.47,0.67,9.50,6,1,1
7.00,0.65,0.02,2.10,0.0660,8.00,25.00,0.9972,3.47,0.67,9.50,6,1,1
9.40,0.62,0.28,3.20,0.0870,18.00,72.00,1.0001,3.31,0.53,9.70,5,0,0
11.80,0.38,0.55,2.10,0.0710,5.00,19.00,0.9986,3.11,0.62,10.80,6,1,1
10.60,1.02,0.43,2.90,0.0760,26.00,88.00,0.9984,3.08,0.57,10.10,6,1,1
7.00,0.65,0.02,2.10,0.0660,8.00,25.00,0.9972,3.47,0.67,9.50,6,1,1
7.00,0.64,0.02,2.10,0.0670,9.00,23.00,0.9970,3.47,0.67,9.40,6,1,1
7.50,0.38,0.48,2.60,0.0730,22.00,84.00,0.9972,3.32,0.70,9.60,4,0,0
9.10,0.77,0.04,1.60,0.0780,4.00,14.00,0.9980,3.29,0.54,9.70,4,0,0
8.40,1.04,0.15,6.00,0.0730,11.00,54.00,0.9990,3.37,0.49,9.90,5,0,0
7.00,0.78,0.08,2.00,0.0930,10.00,19.00,0.9956,3.40,0.47,10.00,5,0,0
7.40,0.49,0.19,3.00,0.0770,16.00,37.00,0.9966,3.37,0.51,10.50,5,0,0
7.80,0.55,0.12,2.50,0.0680,11.00,35.00,0.9960,3.34,0.61,11.60,6,1,1
9.70,0.31,0.47,1.60,0.0620,13.00,33.00,0.9983,3.27,0.66,10.00,6,1,1
10.60,1.03,0.43,2.80,0.0800,21.00,84.00,0.9985,3.06,0.57,10.10,5,0,0
8.90,0.57,0.34,3.00,0.0930,16.00,112.00,0.9998,3.38,0.61,9.50,5,0,0
8.70,0.69,0.00,3.20,0.0840,13.00,33.00,0.9992,3.36,0.45,9.40,5,0,0
8.00,0.43,0.36,2.30,0.0750,10.00,48.00,0.9976,3.34,0.46,9.40,5,0,0
9.90,0.74,0.28,2.60,0.0780,21.00,77.00,0.9980,3.28,0.51,9.80,5,0,0
7.20,0.49,0.18,2.70,0.0690,13.00,34.00,0.9967,3.29,0.48,9.20,6,1,1
8.00,0.43,0.36,2.30,0.0750,10.00,48.00,0.9976,3.34,0.46,9.40,5,0,0
7.60,0.46,0.11,2.60,0.0790,12.00,49.00,0.9968,3.21,0.57,10.00,5,0,0
8.40,0.56,0.04,2.00,0.0820,10.00,22.00,0.9976,3.22,0.44,9.60,5,0,0
7.10,0.66,0.00,3.90,0.0860,17.00,45.00,0.9976,3.46,0.54,9.50,5,0,0
8.40,0.56,0.04,2.00,0.0820,10.00,22.00,0.9976,3.22,0.44,9.60,5,0,0
8.90,0.48,0.24,2.85,0.0940,35.00,106.00,0.9982,3.10,0.53,9.20,5,0,0
7.60,0.42,0.08,2.70,0.0840,15.00,48.00,0.9968,3.21,0.59,10.00,5,0,0
7.10,0.31,0.30,2.20,0.0530,36.00,127.00,0.9965,2.94,1.62,9.50,5,0,0
7.50,1.12,0.10,3.10,0.0860,5.00,12.00,0.9958,3.54,0.60,11.20,4,0,0
9.00,0.66,0.17,3.00,0.0770,5.00,13.00,0.9976,3.29,0.55,10.40,5,0,0
8.10,0.72,0.09,2.80,0.0840,18.00,49.00,0.9994,3.43,0.72,11.10,6,1,1
6.40,0.57,0.02,1.80,0.0670,4.00,11.00,0.9970,3.46,0.68,9.50,5,0,0
6.40,0.57,0.02,1.80,0.0670,4.00,11.00,0.9970,3.46,0.68,9.50,5,0,0
6.40,0.87,0.03,3.20,0.0710,27.00,58.00,0.9950,3.61,0.49,12.70,6,1,1
9.50,0.55,0.66,2.30,0.3870,12.00,37.00,0.9982,3.17,0.67,9.60,5,0,0
8.90,0.88,0.13,3.45,0.0880,4.00,14.00,0.9994,3.44,0.52,11.50,5,0,0
7.30,0.84,0.03,2.10,0.0920,10.00,19.00,0.9966,3.39,0.47,9.60,5,0,0
7.00,0.45,0.34,2.70,0.0820,16.00,72.00,0.9980,3.55,0.60,9.50,5,0,0
7.70,0.56,0.20,2.00,0.0750,9.00,39.00,0.9987,3.48,0.62,9.30,5,0,0
7.70,0.97,0.10,2.10,0.1120,11.00,22.00,0.9963,3.26,0.50,9.50,5,0,0
7.70,0.97,0.10,2.10,0.1120,11.00,22.00,0.9963,3.26,0.50,9.50,5,0,0
8.20,0.59,0.00,2.50,0.0930,19.00,58.00,1.0002,3.50,0.65,9.30,6,1,1
9.00,0.46,0.23,2.80,0.0920,28.00,104.00,0.9983,3.10,0.56,9.20,5,0,0
9.00,0.69,0.00,2.40,0.0880,19.00,38.00,0.9990,3.35,0.60,9.30,5,0,0
8.30,0.76,0.29,4.20,0.0750,12.00,16.00,0.9965,3.45,0.68,11.50,6,1,1
9.20,0.53,0.24,2.60,0.0780,28.00,139.00,0.9979,3.21,0.57,9.50,5,0,0
6.50,0.62,0.00,1.90,0.0650,9.00,18.00,0.9972,3.46,0.65,9.20,5,0,0
11.60,0.41,0.58,2.80,0.0960,25.00,101.00,1.0002,3.13,0.53,10.00,5,0,0
11.10,0.39,0.54,2.70,0.0950,21.00,101.00,1.0001,3.13,0.51,9.50,5,0,0
7.30,0.51,0.18,2.10,0.0700,12.00,28.00,0.9977,3.52,0.73,9.50,6,1,1
8.20,0.34,0.38,2.50,0.0800,12.00,57.00,0.9978,3.30,0.47,9.00,6,1,1
8.60,0.33,0.40,2.60,0.0830,16.00,68.00,0.9978,3.30,0.48,9.40,5,0,0
7.20,0.50,0.18,2.10,0.0710,12.00,31.00,0.9976,3.52,0.72,9.60,6,1,1
7.30,0.51,0.18,2.10,0.0700,12.00,28.00,0.9977,3.52,0.73,9.50,6,1,1
8.30,0.65,0.10,2.90,0.0890,17.00,40.00,0.9980,3.29,0.55,9.50,5,0,0
8.30,0.65,0.10,2.90,0.0890,17.00,40.00,0.9980,3.29,0.55,9.50,5,0,0
7.60,0.54,0.13,2.50,0.0970,24.00,66.00,0.9978,3.39,0.61,9.40,5,0,0
8.30,0.65,0.10,2.90,0.0890,17.00,40.00,0.9980,3.29,0.55,9.50,5,0,0
7.80,0.48,0.68,1.70,0.4150,14.00,32.00,0.9966,3.09,1.06,9.10,6,1,1
7.80,0.91,0.07,1.90,0.0580,22.00,47.00,0.9952,3.51,0.43,10.70,6,1,1
6.30,0.98,0.01,2.00,0.0570,15.00,33.00,0.9949,3.60,0.46,11.20,6,1,1
8.10,0.87,0.00,2.20,0.0840,10.00,31.00,0.9966,3.25,0.50,9.80,5,0,0
8.10,0.87,0.00,2.20,0.0840,10.00,31.00,0.9966,3.25,0.50,9.80,5,0,0
8.80,0.42,0.21,2.50,0.0920,33.00,88.00,0.9982,3.19,0.52,9.20,5,0,0
9.00,0.58,0.25,2.80,0.0750,9.00,104.00,0.9978,3.23,0.57,9.70,5,0,0
9.30,0.66,0.26,2.00,0.0960,5.00,35.00,0.9974,3.25,0.42,9.60,5,0,0
8.80,0.70,0.00,1.70,0.0690,8.00,19.00,0.9970,3.31,0.53,10.00,6,1,1
9.30,0.66,0.26,2.00,0.0960,5.00,35.00,0.9974,3.25,0.42,9.60,5,0,0
9.10,0.68,0.11,2.80,0.0930,11.00,44.00,0.9989,3.31,0.55,9.50,6,1,1
9.20,0.67,0.10,3.00,0.0910,12.00,48.00,0.9989,3.31,0.54,9.50,6,1,1
8.80,0.59,0.18,2.90,0.0890,12.00,74.00,0.9974,3.14,0.54,9.40,5,0,0
7.50,0.60,0.32,2.70,0.1030,13.00,98.00,0.9994,3.45,0.62,9.50,5,0,0
7.10,0.59,0.02,2.30,0.0820,24.00,94.00,0.9974,3.55,0.53,9.70,6,1,1
7.90,0.72,0.01,1.90,0.0760,7.00,32.00,0.9967,3.39,0.54,9.60,5,0,0
7.10,0.59,0.02,2.30,0.0820,24.00,94.00,0.9974,3.55,0.53,9.70,6,1,1
9.40,0.69,0.26,2.40,0.0820,23.00,143.00,0.9978,3.28,0.55,9.40,5,0,0
9.50,0.57,0.27,2.30,0.0820,23.00,144.00,0.9978,3.27,0.55,9.40,5,0,0
7.90,0.40,0.29,1.80,0.1570,1.00,44.00,0.9973,3.30,0.92,9.50,6,1,1
7.90,0.40,0.30,1.80,0.1570,2.00,45.00,0.9973,3.31,0.91,9.50,6,1,1
7.20,1.00,0.00,3.00,0.1020,7.00,16.00,0.9959,3.43,0.46,10.00,5,0,0
6.90,0.77,0.18,2.40,0.2430,5.50,48.00,0.9961,3.40,0.60,10.30,6,1,1
6.90,0.64,0.17,2.40,0.2410,6.00,18.00,0.9961,3.40,0.59,10.30,6,1,1
8.30,0.43,0.30,3.40,0.0790,7.00,34.00,0.9979,3.36,0.61,10.50,5,0,0
7.10,0.52,0.03,2.60,0.0760,21.00,92.00,0.9974,3.50,0.60,9.80,5,0,0
7.00,0.57,0.00,2.00,0.1900,12.00,45.00,0.9968,3.31,0.60,9.40,6,1,1
6.50,0.46,0.14,2.40,0.1140,9.00,37.00,0.9973,3.66,0.65,9.80,5,0,0
9.00,0.82,0.05,2.40,0.0810,26.00,96.00,0.9981,3.36,0.53,10.00,5,0,0
6.50,0.46,0.14,2.40,0.1140,9.00,37.00,0.9973,3.66,0.65,9.80,5,0,0
7.10,0.59,0.01,2.50,0.0770,20.00,85.00,0.9975,3.55,0.59,9.80,5,0,0
9.90,0.35,0.41,2.30,0.0830,11.00,61.00,0.9982,3.21,0.50,9.50,5,0,0
9.90,0.35,0.41,2.30,0.0830,11.00,61.00,0.9982,3.21,0.50,9.50,5,0,0
10.00,0.56,0.24,2.20,0.0790,19.00,58.00,0.9991,3.18,0.56,10.10,6,1,1
10.00,0.56,0.24,2.20,0.0790,19.00,58.00,0.9991,3.18,0.56,10.10,6,1,1
8.60,0.63,0.17,2.90,0.0990,21.00,119.00,0.9980,3.09,0.52,9.30,5,0,0
7.40,0.37,0.43,2.60,0.0820,18.00,82.00,0.9971,3.33,0.68,9.70,6,1,1
8.80,0.64,0.17,2.90,0.0840,25.00,130.00,0.9982,3.23,0.54,9.60,5,0,0
7.10,0.61,0.02,2.50,0.0810,17.00,87.00,0.9974,3.48,0.60,9.70,6,1,1
7.70,0.60,0.00,2.60,0.0550,7.00,13.00,0.9964,3.38,0.56,10.80,5,0,0
10.10,0.27,0.54,2.30,0.0650,7.00,26.00,0.9953,3.17,0.53,12.50,6,1,1
10.80,0.89,0.30,2.60,0.1320,7.00,60.00,0.9979,2.99,1.18,10.20,5,0,0
8.70,0.46,0.31,2.50,0.1260,24.00,64.00,0.9975,3.10,0.74,9.60,5,0,0
9.30,0.37,0.44,1.60,0.0380,21.00,42.00,0.9953,3.24,0.81,10.80,7,1,1
9.40,0.50,0.34,3.60,0.0820,5.00,14.00,0.9987,3.29,0.52,10.70,6,1,1
9.40,0.50,0.34,3.60,0.0820,5.00,14.00,0.9987,3.29,0.52,10.70,6,1,1
